n,labels
"(:Others:Partiresultat {roster2018: 7,kommun: Bjurholm,roster2022: 14,parti: Övriga anmälda partier})","[Partiresultat, Others]"
"(:Info:Valid {roster2018: 1587,kommun: Bjurholm,roster2022: 1500,parti: Giltiga Röster})","[Info, Valid]"
"(:Info:Invalid {roster2018: 0,kommun: Bjurholm,roster2022: 0,parti: Ogiltiga röster - inte anmälda partier})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 15,kommun: Bjurholm,roster2022: 17,parti: Ogiltiga röster - blanka})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 0,kommun: Bjurholm,roster2022: 1,parti: Ogiltiga röster - övriga})","[Info, Invalid]"
"(:Info:Turnout {roster2018: 1602,kommun: Bjurholm,roster2022: 1518,parti: Valdeltagande})","[Info, Turnout]"
"(:EligibleToVote:Info {roster2018: 1886,kommun: Bjurholm,roster2022: 1832,parti: Röstberättigade})","[Info, EligibleToVote]"
"(:Moderaterna:Partiresultat {roster2018: 1241,kommun: Bjuv,roster2022: 1304,parti: Moderaterna})","[Partiresultat, Moderaterna]"
"(:Centerpartiet:Partiresultat {roster2018: 312,kommun: Bjuv,roster2022: 255,parti: Centerpartiet})","[Partiresultat, Centerpartiet]"
"(:Liberalerna:Partiresultat {roster2018: 226,kommun: Bjuv,roster2022: 155,parti: Liberalerna })","[Partiresultat, Liberalerna]"
"(:Kristdemokraterna:Partiresultat {roster2018: 363,kommun: Bjuv,roster2022: 356,parti: Kristdemokraterna})","[Partiresultat, Kristdemokraterna]"
"(:Partiresultat:Socialdemokraterna {roster2018: 2627,kommun: Bjuv,roster2022: 2347,parti: Arbetarepartiet-Socialdemokraterna})","[Partiresultat, Socialdemokraterna]"
"(:Partiresultat:Vänsterpartiet {roster2018: 314,kommun: Bjuv,roster2022: 319,parti: Vänsterpartiet})","[Partiresultat, Vänsterpartiet]"
"(:Miljöpartiet:Partiresultat {roster2018: 158,kommun: Bjuv,roster2022: 118,parti: Miljöpartiet de gröna})","[Partiresultat, Miljöpartiet]"
"(:Partiresultat:Sverigedemokraterna {roster2018: 3318,kommun: Bjuv,roster2022: 3644,parti: Sverigedemokraterna})","[Partiresultat, Sverigedemokraterna]"
"(:Others:Partiresultat {roster2018: 90,kommun: Bjuv,roster2022: 163,parti: Övriga anmälda partier})","[Partiresultat, Others]"
"(:Info:Valid {roster2018: 8649,kommun: Bjuv,roster2022: 8661,parti: Giltiga Röster})","[Info, Valid]"
"(:Info:Invalid {roster2018: 3,kommun: Bjuv,roster2022: 2,parti: Ogiltiga röster - inte anmälda partier})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 93,kommun: Bjuv,roster2022: 107,parti: Ogiltiga röster - blanka})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 7,kommun: Bjuv,roster2022: 6,parti: Ogiltiga röster - övriga})","[Info, Invalid]"
"(:Info:Turnout {roster2018: 8752,kommun: Bjuv,roster2022: 8776,parti: Valdeltagande})","[Info, Turnout]"
"(:EligibleToVote:Info {roster2018: 10581,kommun: Bjuv,roster2022: 10979,parti: Röstberättigade})","[Info, EligibleToVote]"
"(:Moderaterna:Partiresultat {roster2018: 2736,kommun: Boden,roster2022: 2733,parti: Moderaterna})","[Partiresultat, Moderaterna]"
"(:Centerpartiet:Partiresultat {roster2018: 1190,kommun: Boden,roster2022: 896,parti: Centerpartiet})","[Partiresultat, Centerpartiet]"
"(:Liberalerna:Partiresultat {roster2018: 690,kommun: Boden,roster2022: 436,parti: Liberalerna })","[Partiresultat, Liberalerna]"
"(:Kristdemokraterna:Partiresultat {roster2018: 881,kommun: Boden,roster2022: 834,parti: Kristdemokraterna})","[Partiresultat, Kristdemokraterna]"
"(:Partiresultat:Socialdemokraterna {roster2018: 7980,kommun: Boden,roster2022: 7831,parti: Arbetarepartiet-Socialdemokraterna})","[Partiresultat, Socialdemokraterna]"
"(:Partiresultat:Vänsterpartiet {roster2018: 1547,kommun: Boden,roster2022: 975,parti: Vänsterpartiet})","[Partiresultat, Vänsterpartiet]"
"(:Miljöpartiet:Partiresultat {roster2018: 424,kommun: Boden,roster2022: 460,parti: Miljöpartiet de gröna})","[Partiresultat, Miljöpartiet]"
"(:Partiresultat:Sverigedemokraterna {roster2018: 3393,kommun: Boden,roster2022: 4213,parti: Sverigedemokraterna})","[Partiresultat, Sverigedemokraterna]"
"(:Others:Partiresultat {roster2018: 269,kommun: Boden,roster2022: 196,parti: Övriga anmälda partier})","[Partiresultat, Others]"
"(:Info:Valid {roster2018: 19110,kommun: Boden,roster2022: 18574,parti: Giltiga Röster})","[Info, Valid]"
"(:Info:Invalid {roster2018: 5,kommun: Boden,roster2022: 4,parti: Ogiltiga röster - inte anmälda partier})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 163,kommun: Boden,roster2022: 211,parti: Ogiltiga röster - blanka})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 13,kommun: Boden,roster2022: 15,parti: Ogiltiga röster - övriga})","[Info, Invalid]"
"(:Info:Turnout {roster2018: 19291,kommun: Boden,roster2022: 18804,parti: Valdeltagande})","[Info, Turnout]"
"(:EligibleToVote:Info {roster2018: 21934,kommun: Boden,roster2022: 22022,parti: Röstberättigade})","[Info, EligibleToVote]"
"(:Moderaterna:Partiresultat {roster2018: 1256,kommun: Bollebygd,roster2022: 1278,parti: Moderaterna})","[Partiresultat, Moderaterna]"
"(:Centerpartiet:Partiresultat {roster2018: 551,kommun: Bollebygd,roster2022: 412,parti: Centerpartiet})","[Partiresultat, Centerpartiet]"
"(:Liberalerna:Partiresultat {roster2018: 348,kommun: Bollebygd,roster2022: 258,parti: Liberalerna })","[Partiresultat, Liberalerna]"
"(:Kristdemokraterna:Partiresultat {roster2018: 480,kommun: Bollebygd,roster2022: 420,parti: Kristdemokraterna})","[Partiresultat, Kristdemokraterna]"
"(:Partiresultat:Socialdemokraterna {roster2018: 1452,kommun: Bollebygd,roster2022: 1627,parti: Arbetarepartiet-Socialdemokraterna})","[Partiresultat, Socialdemokraterna]"
"(:Partiresultat:Vänsterpartiet {roster2018: 321,kommun: Bollebygd,roster2022: 272,parti: Vänsterpartiet})","[Partiresultat, Vänsterpartiet]"
"(:Miljöpartiet:Partiresultat {roster2018: 254,kommun: Bollebygd,roster2022: 248,parti: Miljöpartiet de gröna})","[Partiresultat, Miljöpartiet]"
"(:Partiresultat:Sverigedemokraterna {roster2018: 1482,kommun: Bollebygd,roster2022: 1763,parti: Sverigedemokraterna})","[Partiresultat, Sverigedemokraterna]"
"(:Others:Partiresultat {roster2018: 65,kommun: Bollebygd,roster2022: 78,parti: Övriga anmälda partier})","[Partiresultat, Others]"
"(:Info:Valid {roster2018: 6209,kommun: Bollebygd,roster2022: 6356,parti: Giltiga Röster})","[Info, Valid]"
"(:Info:Invalid {roster2018: 1,kommun: Bollebygd,roster2022: 1,parti: Ogiltiga röster - inte anmälda partier})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 59,kommun: Bollebygd,roster2022: 54,parti: Ogiltiga röster - blanka})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 4,kommun: Bollebygd,roster2022: 3,parti: Ogiltiga röster - övriga})","[Info, Invalid]"
"(:Info:Turnout {roster2018: 6273,kommun: Bollebygd,roster2022: 6414,parti: Valdeltagande})","[Info, Turnout]"
"(:EligibleToVote:Info {roster2018: 6915,kommun: Bollebygd,roster2022: 7202,parti: Röstberättigade})","[Info, EligibleToVote]"
"(:Moderaterna:Partiresultat {roster2018: 2400,kommun: Bollnäs,roster2022: 2358,parti: Moderaterna})","[Partiresultat, Moderaterna]"
"(:Centerpartiet:Partiresultat {roster2018: 1948,kommun: Bollnäs,roster2022: 1264,parti: Centerpartiet})","[Partiresultat, Centerpartiet]"
"(:Liberalerna:Partiresultat {roster2018: 585,kommun: Bollnäs,roster2022: 443,parti: Liberalerna })","[Partiresultat, Liberalerna]"
"(:Kristdemokraterna:Partiresultat {roster2018: 1016,kommun: Bollnäs,roster2022: 1047,parti: Kristdemokraterna})","[Partiresultat, Kristdemokraterna]"
"(:Partiresultat:Socialdemokraterna {roster2018: 5942,kommun: Bollnäs,roster2022: 6100,parti: Arbetarepartiet-Socialdemokraterna})","[Partiresultat, Socialdemokraterna]"
"(:Partiresultat:Vänsterpartiet {roster2018: 1313,kommun: Bollnäs,roster2022: 870,parti: Vänsterpartiet})","[Partiresultat, Vänsterpartiet]"
"(:Miljöpartiet:Partiresultat {roster2018: 430,kommun: Bollnäs,roster2022: 512,parti: Miljöpartiet de gröna})","[Partiresultat, Miljöpartiet]"
"(:Partiresultat:Sverigedemokraterna {roster2018: 3361,kommun: Bollnäs,roster2022: 4170,parti: Sverigedemokraterna})","[Partiresultat, Sverigedemokraterna]"
"(:Others:Partiresultat {roster2018: 178,kommun: Bollnäs,roster2022: 175,parti: Övriga anmälda partier})","[Partiresultat, Others]"
"(:Info:Valid {roster2018: 17173,kommun: Bollnäs,roster2022: 16939,parti: Giltiga Röster})","[Info, Valid]"
"(:Info:Invalid {roster2018: 6,kommun: Bollnäs,roster2022: 15,parti: Ogiltiga röster - inte anmälda partier})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 153,kommun: Bollnäs,roster2022: 197,parti: Ogiltiga röster - blanka})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 19,kommun: Bollnäs,roster2022: 15,parti: Ogiltiga röster - övriga})","[Info, Invalid]"
"(:Info:Turnout {roster2018: 17351,kommun: Bollnäs,roster2022: 17166,parti: Valdeltagande})","[Info, Turnout]"
"(:EligibleToVote:Info {roster2018: 20306,kommun: Bollnäs,roster2022: 20585,parti: Röstberättigade})","[Info, EligibleToVote]"
"(:Moderaterna:Partiresultat {roster2018: 1452,kommun: Borgholm,roster2022: 1371,parti: Moderaterna})","[Partiresultat, Moderaterna]"
"(:Centerpartiet:Partiresultat {roster2018: 1090,kommun: Borgholm,roster2022: 673,parti: Centerpartiet})","[Partiresultat, Centerpartiet]"
"(:Liberalerna:Partiresultat {roster2018: 263,kommun: Borgholm,roster2022: 239,parti: Liberalerna })","[Partiresultat, Liberalerna]"
"(:Kristdemokraterna:Partiresultat {roster2018: 641,kommun: Borgholm,roster2022: 571,parti: Kristdemokraterna})","[Partiresultat, Kristdemokraterna]"
"(:Partiresultat:Socialdemokraterna {roster2018: 1823,kommun: Borgholm,roster2022: 2169,parti: Arbetarepartiet-Socialdemokraterna})","[Partiresultat, Socialdemokraterna]"
"(:Partiresultat:Vänsterpartiet {roster2018: 435,kommun: Borgholm,roster2022: 290,parti: Vänsterpartiet})","[Partiresultat, Vänsterpartiet]"
"(:Miljöpartiet:Partiresultat {roster2018: 241,kommun: Borgholm,roster2022: 337,parti: Miljöpartiet de gröna})","[Partiresultat, Miljöpartiet]"
"(:Partiresultat:Sverigedemokraterna {roster2018: 1643,kommun: Borgholm,roster2022: 1967,parti: Sverigedemokraterna})","[Partiresultat, Sverigedemokraterna]"
"(:Others:Partiresultat {roster2018: 94,kommun: Borgholm,roster2022: 98,parti: Övriga anmälda partier})","[Partiresultat, Others]"
"(:Info:Valid {roster2018: 7682,kommun: Borgholm,roster2022: 7715,parti: Giltiga Röster})","[Info, Valid]"
"(:Info:Invalid {roster2018: 4,kommun: Borgholm,roster2022: 4,parti: Ogiltiga röster - inte anmälda partier})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 60,kommun: Borgholm,roster2022: 83,parti: Ogiltiga röster - blanka})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 4,kommun: Borgholm,roster2022: 3,parti: Ogiltiga röster - övriga})","[Info, Invalid]"
"(:Info:Turnout {roster2018: 7750,kommun: Borgholm,roster2022: 7805,parti: Valdeltagande})","[Info, Turnout]"
"(:EligibleToVote:Info {roster2018: 8748,kommun: Borgholm,roster2022: 8990,parti: Röstberättigade})","[Info, EligibleToVote]"
"(:Moderaterna:Partiresultat {roster2018: 5547,kommun: Borlänge,roster2022: 5332,parti: Moderaterna})","[Partiresultat, Moderaterna]"
"(:Centerpartiet:Partiresultat {roster2018: 2411,kommun: Borlänge,roster2022: 1677,parti: Centerpartiet})","[Partiresultat, Centerpartiet]"
"(:Liberalerna:Partiresultat {roster2018: 1421,kommun: Borlänge,roster2022: 1124,parti: Liberalerna })","[Partiresultat, Liberalerna]"
"(:Kristdemokraterna:Partiresultat {roster2018: 1661,kommun: Borlänge,roster2022: 1515,parti: Kristdemokraterna})","[Partiresultat, Kristdemokraterna]"
"(:Partiresultat:Socialdemokraterna {roster2018: 10617,kommun: Borlänge,roster2022: 10831,parti: Arbetarepartiet-Socialdemokraterna})","[Partiresultat, Socialdemokraterna]"
"(:Partiresultat:Vänsterpartiet {roster2018: 2460,kommun: Borlänge,roster2022: 1917,parti: Vänsterpartiet})","[Partiresultat, Vänsterpartiet]"
"(:Miljöpartiet:Partiresultat {roster2018: 1273,kommun: Borlänge,roster2022: 1170,parti: Miljöpartiet de gröna})","[Partiresultat, Miljöpartiet]"
"(:Partiresultat:Sverigedemokraterna {roster2018: 6594,kommun: Borlänge,roster2022: 7794,parti: Sverigedemokraterna})","[Partiresultat, Sverigedemokraterna]"
"(:Others:Partiresultat {roster2018: 476,kommun: Borlänge,roster2022: 488,parti: Övriga anmälda partier})","[Partiresultat, Others]"
"(:Info:Valid {roster2018: 32460,kommun: Borlänge,roster2022: 31848,parti: Giltiga Röster})","[Info, Valid]"
"(:Info:Invalid {roster2018: 14,kommun: Borlänge,roster2022: 3,parti: Ogiltiga röster - inte anmälda partier})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 349,kommun: Borlänge,roster2022: 375,parti: Ogiltiga röster - blanka})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 14,kommun: Borlänge,roster2022: 25,parti: Ogiltiga röster - övriga})","[Info, Invalid]"
"(:Info:Turnout {roster2018: 32837,kommun: Borlänge,roster2022: 32251,parti: Valdeltagande})","[Info, Turnout]"
"(:EligibleToVote:Info {roster2018: 37646,kommun: Borlänge,roster2022: 38802,parti: Röstberättigade})","[Info, EligibleToVote]"
"(:Moderaterna:Partiresultat {roster2018: 14354,kommun: Borås,roster2022: 13753,parti: Moderaterna})","[Partiresultat, Moderaterna]"
"(:Centerpartiet:Partiresultat {roster2018: 5077,kommun: Borås,roster2022: 4043,parti: Centerpartiet})","[Partiresultat, Centerpartiet]"
"(:Liberalerna:Partiresultat {roster2018: 3984,kommun: Borås,roster2022: 2889,parti: Liberalerna })","[Partiresultat, Liberalerna]"
"(:Kristdemokraterna:Partiresultat {roster2018: 4629,kommun: Borås,roster2022: 4305,parti: Kristdemokraterna})","[Partiresultat, Kristdemokraterna]"
"(:Partiresultat:Socialdemokraterna {roster2018: 20640,kommun: Borås,roster2022: 20724,parti: Arbetarepartiet-Socialdemokraterna})","[Partiresultat, Socialdemokraterna]"
"(:Partiresultat:Vänsterpartiet {roster2018: 4905,kommun: Borås,roster2022: 4197,parti: Vänsterpartiet})","[Partiresultat, Vänsterpartiet]"
"(:Miljöpartiet:Partiresultat {roster2018: 2559,kommun: Borås,roster2022: 2563,parti: Miljöpartiet de gröna})","[Partiresultat, Miljöpartiet]"
"(:Partiresultat:Sverigedemokraterna {roster2018: 12840,kommun: Borås,roster2022: 14652,parti: Sverigedemokraterna})","[Partiresultat, Sverigedemokraterna]"
"(:Others:Partiresultat {roster2018: 916,kommun: Borås,roster2022: 1157,parti: Övriga anmälda partier})","[Partiresultat, Others]"
"(:Info:Valid {roster2018: 69904,kommun: Borås,roster2022: 68283,parti: Giltiga Röster})","[Info, Valid]"
"(:Info:Invalid {roster2018: 21,kommun: Borås,roster2022: 17,parti: Ogiltiga röster - inte anmälda partier})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 528,kommun: Borås,roster2022: 668,parti: Ogiltiga röster - blanka})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 32,kommun: Borås,roster2022: 56,parti: Ogiltiga röster - övriga})","[Info, Invalid]"
"(:Info:Turnout {roster2018: 70485,kommun: Borås,roster2022: 69024,parti: Valdeltagande})","[Info, Turnout]"
"(:EligibleToVote:Info {roster2018: 81563,kommun: Borås,roster2022: 83786,parti: Röstberättigade})","[Info, EligibleToVote]"
"(:Partiresultat:Moderaterna {roster2018: 8407,kommun: Botkyrka,roster2022: 7479,parti: Moderaterna})","[Partiresultat, Moderaterna]"
"(:Partiresultat:Centerpartiet {roster2018: 2354,kommun: Botkyrka,roster2022: 2027,parti: Centerpartiet})","[Partiresultat, Centerpartiet]"
"(:Partiresultat:Liberalerna {roster2018: 1992,kommun: Botkyrka,roster2022: 1358,parti: Liberalerna })","[Partiresultat, Liberalerna]"
"(:Partiresultat:Kristdemokraterna {roster2018: 3691,kommun: Botkyrka,roster2022: 2837,parti: Kristdemokraterna})","[Partiresultat, Kristdemokraterna]"
"(:Partiresultat:Socialdemokraterna {roster2018: 14680,kommun: Botkyrka,roster2022: 13960,parti: Arbetarepartiet-Socialdemokraterna})","[Partiresultat, Socialdemokraterna]"
"(:Partiresultat:Vänsterpartiet {roster2018: 4471,kommun: Botkyrka,roster2022: 4468,parti: Vänsterpartiet})","[Partiresultat, Vänsterpartiet]"
"(:Partiresultat:Miljöpartiet {roster2018: 1749,kommun: Botkyrka,roster2022: 1697,parti: Miljöpartiet de gröna})","[Partiresultat, Miljöpartiet]"
"(:Partiresultat:Sverigedemokraterna {roster2018: 7287,kommun: Botkyrka,roster2022: 7982,parti: Sverigedemokraterna})","[Partiresultat, Sverigedemokraterna]"
"(:Partiresultat:Others {roster2018: 762,kommun: Botkyrka,roster2022: 1454,parti: Övriga anmälda partier})","[Partiresultat, Others]"
"(:Info:Valid {roster2018: 45393,kommun: Botkyrka,roster2022: 43262,parti: Giltiga Röster})","[Info, Valid]"
"(:Info:Invalid {roster2018: 12,kommun: Botkyrka,roster2022: 6,parti: Ogiltiga röster - inte anmälda partier})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 293,kommun: Botkyrka,roster2022: 331,parti: Ogiltiga röster - blanka})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 21,kommun: Botkyrka,roster2022: 46,parti: Ogiltiga röster - övriga})","[Info, Invalid]"
"(:Info:Turnout {roster2018: 45719,kommun: Botkyrka,roster2022: 43645,parti: Valdeltagande})","[Info, Turnout]"
"(:Info:EligibleToVote {roster2018: 58436,kommun: Botkyrka,roster2022: 61194,parti: Röstberättigade})","[Info, EligibleToVote]"
"(:Partiresultat:Moderaterna {roster2018: 557,kommun: Boxholm,roster2022: 558,parti: Moderaterna})","[Partiresultat, Moderaterna]"
"(:Partiresultat:Centerpartiet {roster2018: 354,kommun: Boxholm,roster2022: 222,parti: Centerpartiet})","[Partiresultat, Centerpartiet]"
"(:Partiresultat:Liberalerna {roster2018: 101,kommun: Boxholm,roster2022: 93,parti: Liberalerna })","[Partiresultat, Liberalerna]"
"(:Partiresultat:Kristdemokraterna {roster2018: 214,kommun: Boxholm,roster2022: 226,parti: Kristdemokraterna})","[Partiresultat, Kristdemokraterna]"
"(:Partiresultat:Socialdemokraterna {roster2018: 1396,kommun: Boxholm,roster2022: 1347,parti: Arbetarepartiet-Socialdemokraterna})","[Partiresultat, Socialdemokraterna]"
"(:Partiresultat:Vänsterpartiet {roster2018: 183,kommun: Boxholm,roster2022: 154,parti: Vänsterpartiet})","[Partiresultat, Vänsterpartiet]"
"(:Partiresultat:Miljöpartiet {roster2018: 93,kommun: Boxholm,roster2022: 98,parti: Miljöpartiet de gröna})","[Partiresultat, Miljöpartiet]"
"(:Partiresultat:Sverigedemokraterna {roster2018: 729,kommun: Boxholm,roster2022: 999,parti: Sverigedemokraterna})","[Partiresultat, Sverigedemokraterna]"
"(:Partiresultat:Others {roster2018: 78,kommun: Boxholm,roster2022: 52,parti: Övriga anmälda partier})","[Partiresultat, Others]"
"(:Info:Valid {roster2018: 3705,kommun: Boxholm,roster2022: 3749,parti: Giltiga Röster})","[Info, Valid]"
"(:Info:Invalid {roster2018: 1,kommun: Boxholm,roster2022: 0,parti: Ogiltiga röster - inte anmälda partier})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 46,kommun: Boxholm,roster2022: 36,parti: Ogiltiga röster - blanka})","[Info, Invalid]"
"(:Info:Invalid {roster2018: 0,kommun: Boxholm,roster2022: 4,parti: Ogiltiga röster - övriga})","[Info, Invalid]"
"(:Info:Turnout {roster2018: 3752,kommun: Boxholm,roster2022: 3789,parti: Valdeltagande})","[Info, Turnout]"
"(:Info:EligibleToVote {roster2018: 4212,kommun: Boxholm,roster2022: 4307,parti: Röstberättigade})","[Info, EligibleToVote]"
"(:Partiresultat:Moderaterna {roster2018: 1091,kommun: Bromölla,roster2022: 1283,parti: Moderaterna})","[Partiresultat, Moderaterna]"
"(:Partiresultat:Centerpartiet {roster2018: 267,kommun: Bromölla,roster2022: 191,parti: Centerpartiet})","[Partiresultat, Centerpartiet]"
"(:Partiresultat:Liberalerna {roster2018: 282,kommun: Bromölla,roster2022: 214,parti: Liberalerna })","[Partiresultat, Liberalerna]"
"(:Partiresultat:Kristdemokraterna {roster2018: 373,kommun: Bromölla,roster2022: 414,parti: Kristdemokraterna})","[Partiresultat, Kristdemokraterna]"
"(:Partiresultat:Socialdemokraterna {roster2018: 2528,kommun: Bromölla,roster2022: 2261,parti: Arbetarepartiet-Socialdemokraterna})","[Partiresultat, Socialdemokraterna]"
